timestamp,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,surface_pressure,cloud_cover,uv_index,apparent_temperature,dew_point_2m,source,data_type,location,latitude,longitude,hour,day_of_week,month,year,day_of_year,is_weekend,season,heat_category
2026-07-07 11:00:00,38.2,36,0.0,13.3,257,997.5,0,,41.8,20.4,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,11,1,7,2026,188,0,hot,extreme
2026-07-07 12:00:00,38.5,36,0.0,14.5,265,997.0,0,,42.7,20.9,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,12,1,7,2026,188,0,hot,extreme
2026-07-07 13:00:00,38.3,39,0.0,15.1,269,996.6,0,,43.0,21.9,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,13,1,7,2026,188,0,hot,extreme
2026-07-07 14:00:00,37.9,42,0.0,14.5,276,995.9,0,,43.1,22.8,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,14,1,7,2026,188,0,hot,hot
2026-07-07 15:00:00,37.4,46,0.0,14.0,278,995.5,0,,42.6,23.7,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,15,1,7,2026,188,0,hot,hot
2026-07-07 16:00:00,36.7,50,0.0,14.7,278,995.0,1,,41.6,24.7,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,16,1,7,2026,188,0,hot,hot
2026-07-07 17:00:00,35.7,56,0.0,12.7,282,994.8,0,,40.8,25.5,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,17,1,7,2026,188,0,hot,hot
2026-07-07 18:00:00,34.8,60,0.0,10.0,279,994.8,1,,40.6,25.9,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,18,1,7,2026,188,0,hot,hot
2026-07-07 19:00:00,33.7,69,0.0,9.6,287,995.1,2,,40.5,27.2,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,19,1,7,2026,188,0,hot,hot
2026-07-07 20:00:00,33.0,76,0.0,7.6,285,995.6,2,,40.7,28.1,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,20,1,7,2026,188,0,hot,hot
2026-07-07 21:00:00,32.6,78,0.0,4.5,256,996.0,1,,41.0,28.2,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,21,1,7,2026,188,0,hot,hot
2026-07-07 22:00:00,32.8,77,0.0,5.5,261,995.7,1,,41.0,28.2,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,22,1,7,2026,188,0,hot,hot
2026-07-07 23:00:00,32.0,80,0.0,2.7,278,995.8,2,,40.4,28.1,open-meteo-archive,REAL,"Dubai, UAE",25.2048,55.2708,23,1,7,2026,188,0,hot,hot
